timestamp,id,uuid,load,memoryUtil,memoryTotal,memoryFree,driver,name,serial,display_mode,display_active
1708598106.282829,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.17,0.4091796875,10240.0,6050.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598107.279803,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.57294921875,10240.0,4373.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598108.279743,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.51923828125,10240.0,4923.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598109.277748,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.51796875,10240.0,4936.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598110.277024,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.51796875,10240.0,4936.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598111.27919,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.07,0.48232421875,10240.0,5301.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598112.28759,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.08,0.40859375,10240.0,6056.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598113.288618,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.13,0.47041015625,10240.0,5423.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598114.276062,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.16,0.47041015625,10240.0,5423.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1708598115.288104,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.4666015625,10240.0,5462.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
