timestamp,net.bytes_sent.Bluetooth Network Connection,net.bytes_recv.Bluetooth Network Connection,net.packets_sent.Bluetooth Network Connection,net.packets_recv.Bluetooth Network Connection,net.errin.Bluetooth Network Connection,net.errout.Bluetooth Network Connection,net.dropin.Bluetooth Network Connection,net.dropout.Bluetooth Network Connection,net.bytes_sent.Ethernet,net.bytes_recv.Ethernet,net.packets_sent.Ethernet,net.packets_recv.Ethernet,net.errin.Ethernet,net.errout.Ethernet,net.dropin.Ethernet,net.dropout.Ethernet,net.bytes_sent.Local Area Connection* 10,net.bytes_recv.Local Area Connection* 10,net.packets_sent.Local Area Connection* 10,net.packets_recv.Local Area Connection* 10,net.errin.Local Area Connection* 10,net.errout.Local Area Connection* 10,net.dropin.Local Area Connection* 10,net.dropout.Local Area Connection* 10,net.bytes_sent.Local Area Connection* 9,net.bytes_recv.Local Area Connection* 9,net.packets_sent.Local Area Connection* 9,net.packets_recv.Local Area Connection* 9,net.errin.Local Area Connection* 9,net.errout.Local Area Connection* 9,net.dropin.Local Area Connection* 9,net.dropout.Local Area Connection* 9,net.bytes_sent.Loopback Pseudo-Interface 1,net.bytes_recv.Loopback Pseudo-Interface 1,net.packets_sent.Loopback Pseudo-Interface 1,net.packets_recv.Loopback Pseudo-Interface 1,net.errin.Loopback Pseudo-Interface 1,net.errout.Loopback Pseudo-Interface 1,net.dropin.Loopback Pseudo-Interface 1,net.dropout.Loopback Pseudo-Interface 1,net.bytes_sent.Wi-Fi,net.bytes_recv.Wi-Fi,net.packets_sent.Wi-Fi,net.packets_recv.Wi-Fi,net.errin.Wi-Fi,net.errout.Wi-Fi,net.dropin.Wi-Fi,net.dropout.Wi-Fi,net.bytes_sent.vEthernet (Default Switch),net.bytes_recv.vEthernet (Default Switch),net.packets_sent.vEthernet (Default Switch),net.packets_recv.vEthernet (Default Switch),net.errin.vEthernet (Default Switch),net.errout.vEthernet (Default Switch),net.dropin.vEthernet (Default Switch),net.dropout.vEthernet (Default Switch),disk.read_count.PhysicalDrive0,disk.read_bytes.PhysicalDrive0,disk.write_count.PhysicalDrive0,disk.write_bytes.PhysicalDrive0,cpu.dpc,cpu.idle,cpu.interrupt,cpu.system,cpu.user,cpu.percent,cpu.freq.current,cpu.freq.min,cpu.freq.max,cpu.ctx_switches,cpu.interrupts,cpu.soft_interrupts,cpu.syscalls
1706572565398.88,0,0,0,0,0,0,0,0,611712487,5146398274,1517530,3896411,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23792454,0,101273,0,0,0,0,0,560802,22518060544,944733,28952979968,90.65625,503372.46874999994,92.296875,1570.6562500000582,1570.484375,0.0,2500.0,0.0,2500.0,263156030,138741546,0,1383828564
1706572566406.695,0,0,0,0,0,0,0,0,611718417,5146405958,1517582,3896480,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23792454,0,101273,0,0,0,0,0,560803,22518076928,944737,28953053696,90.65625,503384.37499999994,92.296875,1570.7343750000582,1570.546875,1.2,2500.0,0.0,2500.0,263175275,138751448,0,1383939059
1706572567408.3604,0,0,0,0,0,0,0,0,611722063,5146410118,1517623,3896536,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23792454,0,101273,0,0,0,0,0,560803,22518076928,944738,28953061888,90.65625,503396.26562499994,92.3125,1570.8125000000582,1570.609375,1.3,2500.0,0.0,2500.0,263193814,138760950,0,1384045185
1706572568400.1858,0,0,0,0,0,0,0,0,611727995,5146416017,1517677,3896599,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794134,0,101281,0,0,0,0,0,560803,22518076928,944741,28953082368,90.65625,503408.06249999994,92.3125,1570.8593750000582,1570.703125,1.2,2500.0,0.0,2500.0,263212226,138769877,0,1384151673
1706572569396.6172,0,0,0,0,0,0,0,0,611731641,5146420552,1517718,3896657,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794134,0,101281,0,0,0,0,0,560803,22518076928,944742,28953098752,90.65625,503419.73437499994,92.3125,1570.9843750000582,1570.875,2.5,2500.0,0.0,2500.0,263230845,138779350,0,1384259905
1706572570409.306,0,0,0,0,0,0,0,0,611735351,5146424712,1517760,3896713,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794134,0,101281,0,0,0,0,0,560803,22518076928,944744,28953192960,90.671875,503431.54687499994,92.328125,1571.1406250000582,1571.015625,2.7,2500.0,0.0,2500.0,263249358,138788826,0,1384370321
1706572571408.8281,0,0,0,0,0,0,0,0,611739141,5146430150,1517803,3896771,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794134,0,101281,0,0,0,0,0,560803,22518076928,944745,28953201152,90.671875,503443.35937499994,92.328125,1571.2187500000582,1571.109375,1.4,2500.0,0.0,2500.0,263268366,138798474,0,1384483187
1706572572405.2927,0,0,0,0,0,0,0,0,611744496,5146434612,1517849,3896830,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794134,0,101281,0,0,0,0,0,560803,22518076928,944746,28953209344,90.671875,503455.23437499994,92.328125,1571.3281250000582,1571.140625,1.2,2500.0,0.0,2500.0,263286619,138807882,0,1384589299
1706572573401.4304,0,0,0,0,0,0,0,0,611749515,5146443171,1517895,3896893,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794134,0,101281,0,0,0,0,0,560804,22518081024,944747,28953217536,90.671875,503467.04687499994,92.328125,1571.3593750000582,1571.28125,1.4,2500.0,0.0,2500.0,263305019,138817013,0,1384695225
1706572574398.9941,0,0,0,0,0,0,0,0,611764423,5146448279,1517952,3896961,1841,0,1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23794134,0,101281,0,0,0,0,0,560809,22518179328,944817,28956023296,90.671875,503478.73437499994,92.328125,1571.5781250000582,1571.390625,2.7,2500.0,0.0,2500.0,263323132,138826222,0,1384800995
