02-22 16:46:47.013  5667  5667 I BatteryMgr:DataCollectionService: onStartCommand: begin
02-22 16:46:47.014  5667  5667 I BatteryMgr:DataCollectionService: onStartCommand: sampleRate => 1000
02-22 16:46:47.014  5667  5667 I BatteryMgr:DataCollectionService: onStartCommand: rawFields => Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
02-22 16:46:47.014  5667  5667 I BatteryMgr:DataCollectionService: onStartCommand: notification done
02-22 16:46:47.020  5667  5667 I BatteryMgr:DataCollectionService: started foreground
02-22 16:46:47.023  5667 12699 I BatteryMgr:DataCollectionService: collectData: begin
02-22 16:46:47.025  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616807025,-2472654,3552
02-22 16:46:47.661  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616807661,-2476072,3552
02-22 16:46:47.662  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616807662,-2476072,3552
02-22 16:46:48.028  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616808028,-2476072,3552
02-22 16:46:48.666  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616808666,-2499510,3552
02-22 16:46:48.666  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616808666,-2499510,3552
02-22 16:46:49.032  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616809032,-2499510,3552
02-22 16:46:49.669  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616809669,-2587889,3549
02-22 16:46:49.670  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616809670,-2587889,3549
02-22 16:46:50.035  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616810035,-2587889,3549
02-22 16:46:50.676  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616810676,-2139159,3549
02-22 16:46:50.677  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616810676,-2139159,3549
02-22 16:46:51.039  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616811039,-2139159,3549
02-22 16:46:51.679  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616811679,-2178221,3549
02-22 16:46:51.679  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616811679,-2178221,3549
02-22 16:46:52.041  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616812041,-2178221,3549
02-22 16:46:52.682  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616812681,-2173827,3549
02-22 16:46:52.683  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616812683,-2173827,3549
02-22 16:46:53.044  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616813044,-2173827,3549
02-22 16:46:53.684  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616813684,-2130858,3549
02-22 16:46:53.684  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616813684,-2130858,3549
02-22 16:46:54.046  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616814046,-2130858,3549
02-22 16:46:54.686  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616814686,-2147459,3549
02-22 16:46:54.686  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616814686,-2147459,3549
02-22 16:46:55.049  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616815049,-2147459,3549
02-22 16:46:55.689  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616815689,-2156248,3549
02-22 16:46:55.689  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616815689,-2156248,3549
02-22 16:46:56.054  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616816054,-2156248,3549
02-22 16:46:56.693  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616816693,-2652342,3549
02-22 16:46:56.693  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616816693,-2652342,3549
02-22 16:46:57.060  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616817060,-2652342,3549
02-22 16:46:57.698  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616817698,-2639647,3549
02-22 16:46:57.699  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616817696,-2639647,3549
02-22 16:46:58.064  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616818063,-2639647,3549
02-22 16:46:58.702  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616818702,-2673826,3549
02-22 16:46:58.703  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616818703,-2673826,3549
02-22 16:46:59.066  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616819066,-2673826,3549
02-22 16:46:59.706  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616819706,-2149901,3542
02-22 16:46:59.706  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616819706,-2149901,3542
02-22 16:47:00.069  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616820069,-2149901,3542
02-22 16:47:00.711  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616820711,-2550779,3542
02-22 16:47:00.712  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616820712,-2550779,3542
02-22 16:47:01.073  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616821073,-2550779,3542
02-22 16:47:01.715  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616821715,-2638182,3542
02-22 16:47:01.716  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616821716,-2638182,3542
02-22 16:47:02.076  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616822075,-2638182,3542
02-22 16:47:02.718  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616822718,-2664061,3542
02-22 16:47:02.718  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616822718,-2664061,3542
02-22 16:47:03.078  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616823078,-2664061,3542
02-22 16:47:03.722  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616823722,-2660154,3542
02-22 16:47:03.723  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616823723,-2660154,3542
02-22 16:47:04.081  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616824081,-2660154,3542
02-22 16:47:04.725  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616824725,-2646483,3542
02-22 16:47:04.725  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616824725,-2646483,3542
02-22 16:47:05.084  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616825084,-2646483,3542
02-22 16:47:05.729  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616825729,-2651365,3542
02-22 16:47:05.729  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616825729,-2651365,3542
02-22 16:47:06.087  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616826087,-2651365,3542
02-22 16:47:06.732  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616826732,-2748045,3542
02-22 16:47:06.732  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616826732,-2748045,3542
02-22 16:47:07.090  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616827090,-2748045,3542
02-22 16:47:07.740  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616827739,-2642088,3542
02-22 16:47:07.740  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616827740,-2642088,3542
02-22 16:47:08.093  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616828093,-2642088,3542
02-22 16:47:08.743  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616828743,-2688475,3542
02-22 16:47:08.743  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616828743,-2688475,3542
02-22 16:47:09.097  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616829097,-2688475,3542
02-22 16:47:09.745  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616829745,-2695311,3540
02-22 16:47:09.746  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616829746,-2695311,3540
02-22 16:47:10.108  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616830108,-2695311,3540
02-22 16:47:10.749  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616830749,-2638182,3540
02-22 16:47:10.749  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616830749,-2638182,3540
02-22 16:47:11.112  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616831112,-2638182,3540
02-22 16:47:11.752  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616831752,-2630369,3540
02-22 16:47:11.752  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616831752,-2630369,3540
02-22 16:47:12.118  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616832118,-2630369,3540
02-22 16:47:12.755  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616832755,-2628904,3540
02-22 16:47:12.755  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616832755,-2628904,3540
02-22 16:47:13.122  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616833122,-2628904,3540
02-22 16:47:13.758  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616833758,-2605467,3540
02-22 16:47:13.758  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616833758,-2605467,3540
02-22 16:47:14.127  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616834127,-2605467,3540
02-22 16:47:14.760  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616834760,-2138670,3540
02-22 16:47:14.761  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616834761,-2138670,3540
02-22 16:47:15.130  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616835130,-2138670,3540
02-22 16:47:15.764  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616835764,-2689940,3540
02-22 16:47:15.764  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616835764,-2689940,3540
02-22 16:47:16.136  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616836136,-2689940,3540
02-22 16:47:16.767  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616836767,-2636229,3540
02-22 16:47:16.768  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616836767,-2636229,3540
02-22 16:47:17.140  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616837140,-2636229,3540
02-22 16:47:17.771  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616837771,-2621092,3540
02-22 16:47:17.772  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616837772,-2621092,3540
02-22 16:47:18.143  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616838143,-2621092,3540
02-22 16:47:18.775  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616838775,-2620115,3540
02-22 16:47:18.777  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616838777,-2620115,3540
02-22 16:47:19.146  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616839146,-2620115,3540
02-22 16:47:19.779  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616839779,-2657225,3543
02-22 16:47:19.780  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616839780,-2657225,3543
02-22 16:47:20.152  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616840152,-2657225,3543
02-22 16:47:20.783  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616840783,-2641111,3543
02-22 16:47:20.783  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616840783,-2641111,3543
02-22 16:47:21.156  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616841156,-2641111,3543
02-22 16:47:21.785  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616841785,-2589842,3543
02-22 16:47:21.786  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616841785,-2589842,3543
02-22 16:47:22.159  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616842159,-2589842,3543
02-22 16:47:22.788  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616842788,-2629881,3543
02-22 16:47:22.788  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616842788,-2629881,3543
02-22 16:47:23.162  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616843162,-2629881,3543
02-22 16:47:23.791  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616843791,-2637205,3541
02-22 16:47:23.792  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616843791,-2637205,3541
02-22 16:47:24.165  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616844165,-2637205,3541
02-22 16:47:24.794  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616844794,-2611326,3541
02-22 16:47:24.794  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616844794,-2611326,3541
02-22 16:47:25.169  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616845168,-2611326,3541
02-22 16:47:25.796  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616845796,-2741697,3541
02-22 16:47:25.797  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616845797,-2741697,3541
02-22 16:47:26.171  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616846171,-2741697,3541
02-22 16:47:26.799  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616846799,-2597654,3541
02-22 16:47:26.799  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616846799,-2597654,3541
02-22 16:47:27.178  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616847178,-2597654,3541
02-22 16:47:27.802  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616847801,-2605955,3541
02-22 16:47:27.802  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616847802,-2605955,3541
02-22 16:47:28.183  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616848183,-2605955,3541
02-22 16:47:28.804  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616848804,-2634275,3541
02-22 16:47:28.804  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616848804,-2634275,3541
02-22 16:47:29.187  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616849187,-2634275,3541
02-22 16:47:29.807  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616849807,-2629881,3541
02-22 16:47:29.807  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616849807,-2629881,3541
02-22 16:47:30.190  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616850190,-2629881,3541
02-22 16:47:30.810  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616850809,-2593260,3541
02-22 16:47:30.810  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616850810,-2593260,3541
02-22 16:47:31.193  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616851193,-2593260,3541
02-22 16:47:31.813  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616851813,-2595701,3541
02-22 16:47:31.820  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616851820,-2595701,3541
02-22 16:47:32.195  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616852195,-2595701,3541
02-22 16:47:32.820  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616852820,-2608397,3541
02-22 16:47:32.823  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616852823,-2608397,3541
02-22 16:47:33.198  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616853198,-2640623,3541
02-22 16:47:33.824  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616853824,-2640623,3541
02-22 16:47:33.825  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616853825,-2640623,3541
02-22 16:47:34.201  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616854201,-2626951,3541
02-22 16:47:34.829  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616854829,-2626951,3541
02-22 16:47:34.830  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616854830,-2626951,3541
02-22 16:47:35.205  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616855205,-2589842,3541
02-22 16:47:35.832  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616855832,-2589842,3541
02-22 16:47:35.832  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616855832,-2589842,3541
02-22 16:47:36.208  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616856208,-2629881,3541
02-22 16:47:36.835  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616856835,-2629881,3541
02-22 16:47:36.835  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616856835,-2629881,3541
02-22 16:47:37.214  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616857214,-2579100,3541
02-22 16:47:37.839  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616857839,-2579100,3541
02-22 16:47:37.839  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616857839,-2579100,3541
02-22 16:47:38.218  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616858218,-2592772,3541
02-22 16:47:38.843  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616858843,-2592772,3541
02-22 16:47:38.843  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616858843,-2592772,3541
02-22 16:47:39.231  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616859231,-2612303,3541
02-22 16:47:39.845  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616859845,-2612303,3541
02-22 16:47:39.846  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616859845,-2612303,3541
02-22 16:47:40.235  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616860235,-2593748,3541
02-22 16:47:40.848  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616860848,-2593748,3541
02-22 16:47:40.849  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616860848,-2593748,3541
02-22 16:47:41.238  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616861238,-2615721,3541
02-22 16:47:41.855  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616861854,-2615721,3541
02-22 16:47:41.855  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616861855,-2615721,3541
02-22 16:47:42.243  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616862243,-2595701,3541
02-22 16:47:42.859  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616862858,-2595701,3541
02-22 16:47:42.859  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616862858,-2595701,3541
02-22 16:47:43.247  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616863247,-2597654,3541
02-22 16:47:43.862  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616863862,-2597654,3541
02-22 16:47:43.862  5667 11056 I BatteryMgr:DataCollectionService: stats => 1708616863862,-2597654,3541
02-22 16:47:44.257  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616864257,-2603026,3541
02-22 16:47:44.866  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616864866,-2603026,3541
02-22 16:47:44.866  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616864865,-2603026,3541
02-22 16:47:45.261  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616865261,-2594236,3541
02-22 16:47:45.869  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616865869,-2594236,3541
02-22 16:47:45.869  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616865869,-2594236,3541
02-22 16:47:46.265  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616866265,-2662596,3541
02-22 16:47:46.871  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616866871,-2662596,3541
02-22 16:47:46.871  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616866871,-2662596,3541
02-22 16:47:47.270  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616867270,-2590330,3541
02-22 16:47:47.874  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616867873,-2590330,3541
02-22 16:47:47.874  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616867874,-2590330,3541
02-22 16:47:48.273  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616868273,-2606443,3541
02-22 16:47:48.876  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616868876,-2606443,3541
02-22 16:47:48.876  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616868876,-2606443,3541
02-22 16:47:49.276  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616869276,-2596678,3542
02-22 16:47:49.878  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616869878,-2596678,3542
