02-22 16:46:47.013  5667  5667 I BatteryMgr:DataCollectionService: onStartCommand: begin
02-22 16:46:47.014  5667  5667 I BatteryMgr:DataCollectionService: onStartCommand: sampleRate => 1000
02-22 16:46:47.014  5667  5667 I BatteryMgr:DataCollectionService: onStartCommand: rawFields => Timestamp,BATTERY_PROPERTY_CURRENT_NOW,EXTRA_VOLTAGE
02-22 16:47:49.879  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616869878,-2596678,3542
02-22 16:47:50.280  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616870279,-2639647,3542
02-22 16:47:50.881  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616870881,-2639647,3542
02-22 16:47:50.881  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616870881,-2639647,3542
02-22 16:47:51.282  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616871282,-2622068,3542
02-22 16:47:51.884  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616871884,-2622068,3542
02-22 16:47:51.884  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616871884,-2622068,3542
02-22 16:47:52.286  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616872286,-2615233,3542
02-22 16:47:52.886  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616872886,-2615233,3542
02-22 16:47:52.887  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616872887,-2615233,3542
02-22 16:47:53.294  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616873294,-2594236,3542
02-22 16:47:53.892  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616873892,-2594236,3542
02-22 16:47:53.895  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616873895,-2594236,3542
02-22 16:47:54.300  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616874300,-2565916,3542
02-22 16:47:54.895  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616874895,-2565916,3542
02-22 16:47:54.899  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616874899,-2565916,3542
02-22 16:47:55.304  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616875304,-2605955,3542
02-22 16:47:55.899  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616875899,-2605955,3542
02-22 16:47:55.902  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616875902,-2605955,3542
02-22 16:47:56.308  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616876308,-2619139,3542
02-22 16:47:56.902  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616876901,-2619139,3542
02-22 16:47:56.909  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616876909,-2619139,3542
02-22 16:47:57.314  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616877314,-2637693,3542
02-22 16:47:57.907  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616877907,-2637693,3542
02-22 16:47:57.913  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616877913,-2637693,3542
02-22 16:47:58.321  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616878321,-2646483,3538
02-22 16:47:58.909  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616878909,-2646483,3538
02-22 16:47:58.915  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616878915,-2646483,3538
02-22 16:47:59.324  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616879324,-2576658,3541
02-22 16:47:59.912  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616879912,-2576658,3541
02-22 16:47:59.919  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616879919,-2576658,3541
02-22 16:48:00.327  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616880327,-2607908,3541
02-22 16:48:00.915  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616880915,-2607908,3541
02-22 16:48:00.921  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616880921,-2607908,3541
02-22 16:48:01.331  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616881331,-2588377,3540
02-22 16:48:01.917  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616881917,-2588377,3540
02-22 16:48:01.926  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616881926,-2588377,3540
02-22 16:48:02.333  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616882333,-2595213,3540
02-22 16:48:02.920  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616882920,-2595213,3540
02-22 16:48:02.929  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616882929,-2595213,3540
02-22 16:48:03.336  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616883336,-2614744,3540
02-22 16:48:03.923  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616883923,-2614744,3540
02-22 16:48:03.934  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616883934,-2614744,3540
02-22 16:48:04.344  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616884344,-2569334,3540
02-22 16:48:04.928  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616884928,-2569334,3540
02-22 16:48:04.937  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616884937,-2569334,3540
02-22 16:48:05.347  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616885347,-2581053,3540
02-22 16:48:05.938  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616885938,-2581053,3540
02-22 16:48:05.939  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616885939,-2581053,3540
02-22 16:48:06.350  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616886350,-2570311,3540
02-22 16:48:06.941  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616886941,-2570311,3540
02-22 16:48:06.942  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616886942,-2570311,3540
02-22 16:48:07.353  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616887353,-2624510,3540
02-22 16:48:07.946  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616887946,-2624510,3540
02-22 16:48:07.947  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616887946,-2624510,3540
02-22 16:48:08.357  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616888357,-2612791,3540
02-22 16:48:08.949  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616888949,-2612791,3540
02-22 16:48:08.949  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616888949,-2612791,3540
02-22 16:48:09.360  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616889360,-2617186,3538
02-22 16:48:09.953  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616889953,-2617186,3538
02-22 16:48:09.953  5667 12700 I BatteryMgr:DataCollectionService: stats => 1708616889953,-2617186,3538
02-22 16:48:10.363  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616890363,-2603026,3538
02-22 16:48:10.956  5667 12701 I BatteryMgr:DataCollectionService: stats => 1708616890956,-2603026,3538
02-22 16:48:10.956  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616890956,-2603026,3538
02-22 16:48:11.367  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616891367,-2591307,3538
02-22 16:48:11.959  5667 12699 I BatteryMgr:DataCollectionService: stats => 1708616891959,-2591307,3538
