timestamp,id,uuid,load,memoryUtil,memoryTotal,memoryFree,driver,name,serial,display_mode,display_active
1709130770.624419,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.17,0.3822265625,10240.0,6326.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130771.624291,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.32,0.5572265625,10240.0,4534.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130772.621492,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.50283203125,10240.0,5091.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130773.622952,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.50224609375,10240.0,5097.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130774.618828,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.50224609375,10240.0,5097.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130775.617641,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.1,0.38515625,10240.0,6296.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130776.627861,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.06,0.39228515625,10240.0,6223.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130777.62394,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.49794921875,10240.0,5141.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130778.617889,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.4541015625,10240.0,5590.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130779.629625,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45029296875,10240.0,5629.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130780.626714,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45400390625,10240.0,5591.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130781.626675,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.12,0.4986328125,10240.0,5134.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130782.623929,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.45498046875,10240.0,5581.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130783.622994,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.45498046875,10240.0,5581.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130784.620628,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.451171875,10240.0,5620.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130785.616429,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45498046875,10240.0,5581.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130786.628798,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130787.62643,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130788.624135,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130789.617428,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130790.627285,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130791.622776,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.45498046875,10240.0,5581.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130792.621017,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.13,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130793.622908,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130794.619773,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130795.616508,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130796.629529,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130797.626874,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45498046875,10240.0,5581.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130798.620865,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130799.622935,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130800.622166,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45126953125,10240.0,5619.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130801.617645,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.45498046875,10240.0,5581.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130802.627536,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.4513671875,10240.0,5618.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130803.626532,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.4513671875,10240.0,5618.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130804.624395,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.4513671875,10240.0,5618.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130805.620724,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.4513671875,10240.0,5618.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130806.619003,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.45166015625,10240.0,5615.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130807.630929,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.464453125,10240.0,5484.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130808.627608,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.464453125,10240.0,5484.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130809.627797,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.464453125,10240.0,5484.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130810.623766,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.464453125,10240.0,5484.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130811.616931,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.464453125,10240.0,5484.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130812.615745,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.17,0.464453125,10240.0,5484.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130813.629466,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.464453125,10240.0,5484.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130814.629614,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.19,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130815.626736,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130816.627032,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130817.620502,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.17,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130818.61743,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130819.617713,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130820.628412,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130821.627965,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130822.626736,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130823.621553,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130824.617435,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.19,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130825.630733,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130826.629498,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130827.627155,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130828.625435,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130829.622875,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709130830.621734,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.18,0.465234375,10240.0,5476.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
