timestamp,id,uuid,load,memoryUtil,memoryTotal,memoryFree,driver,name,serial,display_mode,display_active
1709045516.919309,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.19,0.38642578125,10240.0,6283.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045517.913568,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.16,0.54775390625,10240.0,4631.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045518.923783,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.49287109375,10240.0,5193.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045519.92373,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.49287109375,10240.0,5193.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045520.920558,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.11,0.49287109375,10240.0,5193.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045521.920473,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.13,0.38037109375,10240.0,6345.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045522.916276,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.22,0.51337890625,10240.0,4983.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045523.918387,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.44521484375,10240.0,5681.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045524.914619,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.4453125,10240.0,5680.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045525.912358,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.44150390625,10240.0,5719.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045526.923492,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.15,0.44521484375,10240.0,5681.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
1709045527.92528,0,GPU-a71d5fd4-b7db-93b7-1b7a-5a6e2a6a8c65,0.14,0.489453125,10240.0,5228.0,472.12,NVIDIA GeForce RTX 3080,[N/A],Enabled,Enabled
